,imdb_title_id,title,year,release_month,release_weekday,duration,country1,language,production_company,IMDb rating,votes,director,f-dir,movie_count,writer,f-wr,Genre1,Genre2,Main Actor1,Main Actor2,Main Actor3,f-ac,usa_gross_income,worlwide_gross_income,budget,f-rated,YearGp
211,tt0206420,Woman on Top,2000,5,Friday,92,USA,English,Fox Searchlight Pictures,5.3,9878,Fina Torres,1.0,1,Vera Blasi,1.0,Comedy,Fantasy,Penélope Cruz,Murilo Benício,Harold Perrineau,0.33,7545063.577357723,15321662.30089431,$ 8000000,2.33,90s
212,tt0205461,Thomas and the Magic Railroad,2000,7,Friday,85,UK,English,Gullane Pictures,4.1,3660,Britt Allcroft,1.0,1,Britt Allcroft,1.0,Adventure,Comedy,Alec Baldwin,Cody McMains,Russell Means,0.0,23947541.355203256,29680615.31532521,$ 19000000,2.0,90s
213,tt0207201,What Women Want,2000,2,Friday,127,USA,English,Paramount Pictures,6.4,188711,Nancy Meyers,1.0,6,Diane Drake,1.0,Comedy,Fantasy,Mel Gibson,Helen Hunt,Marisa Tomei,0.67,274760050.52483743,562277729.3866261,$ 70000000,2.67,90s
214,tt0212604,Tully,2000,4,Friday,102,USA,English,Telltale Films,7.2,1850,Hilary Birmingham,1.0,1,Hilary Birmingham,1.0,Drama,,Glenn Fitzgerald,Anson Mount,Bob Burrus,0.0,701380.8159349593,701380.8159349593,,2.0,90s
215,tt0217788,Secret Society,2000,12,Thursday,98,UK,English,Focus Films,5.4,161,Imogen Kimmel,1.0,1,Imogen Kimmel,1.0,Comedy,,Charlotte Brittain,Lee Ross,Annette Badland,0.67,7101.521341463415,7101.521341463415,,2.67,90s
216,tt0220099,The Tigger Movie,2000,4,Thursday,77,USA,English,Disney Television Animation,6.3,16852,Jun Falkenstein,1.0,1,Jun Falkenstein,1.0,Animation,Comedy,Jim Cummings,Nikita Hopkins,Ken Sansom,0.0,68466981.65077236,144525052.25203255,$ 30000000,2.0,90s
217,tt0219952,Lucky Numbers,2000,11,Friday,105,France,English,Paramount Pictures,5.0,9773,Nora Ephron,1.0,8,Nora Ephron,1.0,Comedy,Crime,John Travolta,Lisa Kudrow,Tim Roth,0.33,15093574.962113826,16367649.512439026,$ 63000000,2.33,90s
218,tt0223897,Pay It Forward,2000,3,Friday,123,USA,English,Warner Bros.,7.2,111363,Mimi Leder,1.0,4,Mimi Leder,1.0,Drama,,Kevin Spacey,Helen Hunt,Haley Joel Osment,0.33,50378910.81479675,83726427.10987806,$ 40000000,2.33,90s
219,tt0217630,Loser,2000,7,Friday,98,USA,English,Branti Film Productions,5.3,26305,Amy Heckerling,1.0,8,Amy Heckerling,1.0,Comedy,Romance,Jason Biggs,Mena Suvari,Zak Orth,0.33,23474286.95520325,27661674.59097561,$ 20000000,2.33,90s
220,tt0251777,Km. 0,2000,6,Friday,108,Spain,Spanish,Cuarteto Producciones Cinematográficas S.L.,7.0,1716,Yolanda García Serrano,1.0,1,Yolanda García Serrano,1.0,Comedy,Drama,Concha Velasco,Georges Corraface,Silke,0.67,239479.83227642282,292492.50121951225,,2.67,90s
221,tt0243862,Italiensk for begyndere,2000,5,Friday,118,Denmark,Danish,Danmarks Radio (DR),7.0,12650,Lone Scherfig,1.0,5,Maeve Binchy,1.0,Comedy,Drama,Anders W. Berthelsen,Anette Støvelbæk,Ann Eleonora Jørgensen,0.67,6830615.962154472,24574834.892195124,$ 1000000,2.67,90s
222,tt0213446,The Amati Girls,2000,1,Tuesday,91,USA,English,Fox Family Channel,5.3,354,Anne De Salvo,1.0,1,Anne De Salvo,1.0,Drama,,Cloris Leachman,Mercedes Ruehl,Dinah Manoff,1.0,73849.81008130082,73849.81008130082,$ 6000000,3.0,90s
223,tt0174480,Autumn in New York,2000,12,Friday,103,USA,English,Metro-Goldwyn-Mayer (MGM),5.7,24514,Joan Chen,1.0,2,Joan Chen,1.0,Drama,Romance,Richard Gere,Winona Ryder,Anthony LaPaglia,0.33,56754930.21524391,136359231.54325205,$ 65000000,2.33,90s
224,tt0158033,Nora,2000,4,Friday,106,Ireland,English,GAM,6.0,1594,Pat Murphy,1.0,1,Brenda Maddox,1.0,Biography,Drama,Susan Lynch,Andrew Scott,Vinnie McCabe,0.33,22724.86829268293,22724.86829268293,,2.33,90s
225,tt0122459,Return to Me,2000,6,Friday,115,USA,English,Metro-Goldwyn-Mayer (MGM),6.9,19351,Bonnie Hunt,1.0,1,Bonnie Hunt,1.0,Comedy,Drama,David Duchovny,Minnie Driver,Carroll O'Connor,0.33,49181301.23796748,55023631.91605692,$ 24000000,2.33,90s
226,tt0163676,The In Crowd,2000,7,Wednesday,105,USA,English,Morgan Creek Entertainment,4.7,4231,Mary Lambert,1.0,4,Mary Lambert,1.0,Drama,Mystery,Susan Ward,Lori Heuring,Matthew Settle,0.67,7935720.896544716,7935720.896544716,$ 24000000,2.67,90s
227,tt0191754,28 Days,2000,6,Friday,103,USA,English,Columbia Pictures,6.1,43672,Betty Thomas,1.0,5,Susannah Grant,1.0,Comedy,Drama,Sandra Bullock,Viggo Mortensen,Dominic West,0.33,55866034.66764228,93482991.60508132,$ 43000000,2.33,90s
228,tt0144142,Committed,2000,7,Friday,98,USA,English,Miramax,5.1,3601,Lisa Krueger,1.0,2,Lisa Krueger,1.0,Comedy,Drama,Heather Graham,Casey Affleck,Luke Wilson,0.33,60661.27044715447,60661.27044715447,$ 3000000,2.33,90s
229,tt0249371,Asoka,2001,10,Friday,176,India,Hindi,Arclightz and Films Pvt. Ltd.,6.5,13047,Santosh Sivan,1.0,3,Santosh Sivan,1.0,Action,Biography,Shah Rukh Khan,Kareena Kapoor,Danny Denzongpa,0.33,1068676.0680237154,1959303.028221344,INR 130000000,2.33,00s_mid
230,tt0303396,Vagón fumador,2001,6,Thursday,91,Argentina,Spanish,Ezeiza Films,5.1,224,Verónica Chen,1.0,1,Verónica Chen,1.0,Drama,Romance,Cecilia Bengolea,Leonardo Brzezicki,Adrián Fondari,0.33,17348.082332015812,17348.082332015812,,2.33,00s_mid
231,tt0250125,Zir-e poost-e shahr,2001,5,Wednesday,92,Iran,Persian,Farabi Cinema Foundation,7.3,1376,Rakhshan Banietemad,1.0,1,Rakhshan Banietemad,1.0,Drama,,Golab Adineh,Mohammad Reza Forutan,Baran Kosari,0.67,44814.783320158094,44814.783320158094,,2.67,00s_mid
232,tt0258273,Lovely & Amazing,2001,8,Friday,91,USA,English,Blow Up Pictures,6.7,6797,Nicole Holofcener,1.0,2,Nicole Holofcener,1.0,Comedy,Drama,Troy Ruptash,Emily Mortimer,Brenda Blethyn,0.67,6171309.5683399215,6836135.256758894,$ 250000,2.67,00s_mid
233,tt0253335,No Turning Back,2001,1,Monday,98,USA,English,Creativos Asociados de Radio y Televisión (CARTEL),5.8,298,Julia Montejo,1.0,1,Julia Montejo,1.0,Action,Adventure,Jesus Nebot,Chelsea Rendon,Vernee Watson,0.67,11752.445296442691,11752.445296442691,,2.67,00s_mid
234,tt0255653,Tortilla Soup,2001,2,Friday,102,USA,English,Samuel Goldwyn Films,6.7,4156,Maria Ripoll,1.0,3,Ang Lee,0.0,Comedy,Romance,Jacqueline Obradors,Tamara Mello,Judy Herrera,1.0,6528898.3950592885,6772163.198458497,,2.0,00s_mid
235,tt0281680,"The Bread, My Sweet",2001,3,Tuesday,105,USA,English,Who Knew Productions,6.6,869,Melissa Martin,1.0,1,Melissa Martin,1.0,Drama,Romance,Scott Baio,John Seitz,Kim Martin,0.33,1495223.193201581,1495223.193201581,$ 600000,2.33,00s_mid
236,tt0294289,American Adobo,2001,1,Wednesday,104,Philippines,English,ABS-CBN,4.5,171,Laurice Guillen,1.0,1,Laurice Guillen,1.0,Comedy,Romance,Christopher De Leon,Dina Bonnevie,Ricky Davao,0.33,504165.5816600791,504165.5816600791,,2.33,00s_mid
237,tt0287645,Rain,2001,3,Friday,92,New Zealand,English,Communicado Productions,6.9,1534,Christine Jeffs,1.0,2,Christine Jeffs,1.0,Drama,Romance,Alicia Fulford-Wierzbicki,Sarah Peirse,Marton Csokas,0.67,665169.1135177866,719966.6068379447,,2.67,00s_mid
238,tt0283323,Down and Out with the Dolls,2001,7,Friday,88,USA,English,Whyte House Entertainment,6.6,146,Kurt Voss,0.0,1,Nalini Cheriel,1.0,Comedy,Music,Zoë Poledouris,Kinnie Starr,Nicole Barrett,1.0,87683.00395256918,87683.00395256918,$ 1200000,2.0,00s_mid
239,tt0287986,"Dieu est grand, je suis toute petite",2001,9,Wednesday,95,France,French,Canal+,5.3,2360,Pascale Bailly,1.0,1,Pascale Bailly,1.0,Comedy,Romance,Audrey Tautou,Edouard Baer,Julie Depardieu,0.67,106945.4985375494,2853814.345494072,,2.67,00s_mid
240,tt0277027,I Am Sam,2001,3,Friday,132,USA,English,New Line Cinema,7.7,141155,Jessie Nelson,1.0,2,Kristine Johnson,1.0,Drama,,Sean Penn,Michelle Pfeiffer,Dakota Fanning,0.67,58911071.30418973,142949804.47616598,$ 22000000,2.67,00s_mid
241,tt0302309,Benzina,2001,5,Friday,90,Italy,Italian,Digital Film,5.3,357,Monica Stambrini,1.0,1,Anne Riitta Ciccone,1.0,Crime,Drama,Maya Sansa,Regina Orioli,Mariella Valentini,1.0,16108.829209486166,16108.829209486166,,3.0,00s_mid
242,tt0265343,Monsoon Wedding,2001,12,Friday,114,India,Hindi,IFC Productions,7.3,23058,Mira Nair,1.0,9,Sabrina Dhawan,1.0,Comedy,Drama,Naseeruddin Shah,Lillete Dubey,Shefali Shah,0.67,20292720.194387354,44992130.96395257,INR 7000000,2.67,00s_mid
243,tt0265116,Chaos,2001,3,Friday,109,France,French,Bac Films,7.0,2184,Coline Serreau,1.0,3,Coline Serreau,1.0,Comedy,Drama,Vincent Lindon,Catherine Frot,Rachida Brakni,0.67,302198.01173913036,9465920.98853755,FRF 48000000,2.67,00s_mid
244,tt0275182,Acts of Worship,2001,1,Wednesday,94,USA,English,Manifesto Films,6.3,288,Rosemary Rodriguez,1.0,1,Rosemary Rodriguez,1.0,Drama,,Ana Reeder,Michael Hyatt,Christopher Kadish,0.67,13703.392134387352,13703.392134387352,,2.67,00s_mid
245,tt0273048,30 Years to Life,2001,9,Friday,110,USA,English,Oasis Entertainment Inc.,5.9,254,Vanessa Middleton,1.0,1,Vanessa Middleton,1.0,Comedy,Drama,Erika Alexander,Melissa De Sousa,Tracy Morgan,0.67,151311.6371541502,151311.6371541502,,2.67,00s_mid
246,tt0186589,Sugar & Spice,2001,6,Friday,81,USA,English,New Line Cinema,5.7,13351,Francine McDougall,1.0,1,Francine McDougall,1.0,Comedy,Crime,Marla Sokoloff,Marley Shelton,Melissa George,1.0,19443853.72620553,24732103.37758893,$ 27000000,3.0,00s_mid
247,tt0221074,Christmas in the Clouds,2001,12,Sunday,96,USA,English,Random Ventures,6.4,698,Kate Montgomery,1.0,1,Kate Montgomery,1.0,Comedy,Family,Timothy Vahle,Sam Vlahos,Mariana Tosca,0.33,408054.77964426886,408054.77964426886,$ 3000000,2.33,00s_mid
248,tt0188128,Very Annie Mary,2001,5,Friday,104,UK,English,Arts Council of England,6.8,1142,Sara Sugarman,1.0,2,Sara Sugarman,1.0,Comedy,Musical,Rachel Griffiths,Jonathan Pryce,Ioan Gruffudd,0.33,67738.04332015809,578839.3505928854,,2.33,00s_mid
249,tt0235412,Gaudi Afternoon,2001,6,Friday,97,Spain,English,Antena 3 Televisión,5.9,1082,Susan Seidelman,1.0,7,James Myhre,0.0,Comedy,Drama,Judy Davis,Marcia Gay Harden,Lili Taylor,1.0,8560.78395256917,95157.98003952569,,2.0,00s_mid
250,tt0161860,Nirgendwo in Afrika,2001,11,Friday,141,Germany,English,Bavaria Film,7.5,12257,Caroline Link,1.0,2,Caroline Link,1.0,Biography,Drama,Juliane Köhler,Merab Ninidze,Sidede Onyulo,0.33,9031641.683794467,35544030.08458498,EUR 7000000,2.33,00s_mid
251,tt0221799,An American Rhapsody,2001,2,Thursday,106,USA,English,Fireworks Pictures,6.7,3823,Éva Gárdos,1.0,1,Éva Gárdos,1.0,Drama,,Scarlett Johansson,Nastassja Kinski,Raffaella Bánsági,1.0,1242548.5420948616,1418529.7924110673,,3.0,00s_mid
252,tt0206963,My First Mister,2001,10,Friday,109,Germany,English,ApolloMedia Distribution,7.1,5358,Christine Lahti,1.0,1,Christine Lahti,1.0,Comedy,Drama,Rutanya Alda,Natasha Braisewell,Albert Brooks,0.67,831179.3449011858,869530.4294466403,$ 5250000,2.67,00s_mid
253,tt0245686,Joe Dirt,2001,4,Wednesday,91,USA,English,Columbia Pictures,6.0,50515,Dennie Gordon,1.0,4,Dennie Gordon,1.0,Adventure,Comedy,David Spade,Brittany Daniel,Dennis Miller,0.33,39585507.79584981,45284903.0527668,$ 17700000,2.33,00s_mid
254,tt0245238,Lost and Delirious,2001,5,Friday,103,Canada,English,Cité-Amérique,6.9,19708,Léa Pool,1.0,3,Léa Pool,1.0,Drama,Romance,Piper Perabo,Jessica Paré,Mischa Barton,1.0,448985.20588932815,580018.6869960475,,3.0,00s_mid
255,tt0245157,Zus & zo,2001,5,Wednesday,106,Netherlands,Dutch,Filmprodukties de Luwte,6.2,1564,Paula van der Oest,1.0,3,Paula van der Oest,1.0,Comedy,Fantasy,Sylvia Poorta,Anneke Blok,Monic Hendrickx,1.0,72291.71399209487,410968.7781422925,,3.0,00s_mid
256,tt0245046,Charlotte Gray,2001,6,Friday,121,UK,English,Ecosse Films,6.4,10509,Gillian Armstrong,1.0,5,Gillian Armstrong,1.0,Drama,Romance,Cate Blanchett,James Fleet,Abigail Cruttenden,0.67,1083460.8838735179,7779103.124782609,$ 20000000,2.67,00s_mid
257,tt0200027,Riding in Cars with Boys,2001,3,Friday,132,USA,English,Columbia Pictures,6.5,26306,Penny Marshall,1.0,7,Penny Marshall,1.0,Biography,Comedy,Drew Barrymore,Steve Zahn,Adam Garcia,0.33,44083413.53865613,52234676.94403162,$ 48000000,2.33,00s_mid
258,tt0246772,Bella Martha,2001,6,Friday,109,Germany,German,ARTE,7.2,7821,Sandra Nettelbeck,1.0,1,Sandra Nettelbeck,1.0,Comedy,Romance,Martina Gedeck,Maxime Foerste,Sergio Castellitto,0.67,6080049.097826088,14397581.39944664,,2.67,00s_mid
259,tt0243255,À ma soeur!,2001,6,Friday,95,France,French,Arte France Cinéma,6.5,10331,Catherine Breillat,1.0,7,Catherine Breillat,1.0,Drama,,Anaïs Reboux,Roxane Mesquida,Libero De Rienzo,0.67,1060750.9858498024,1118988.5756916995,,2.67,00s_mid
260,tt0206762,Friends and Family,2001,6,Thursday,87,USA,English,Belladonna Productions,6.2,1399,Kristen Coury,1.0,1,Kristen Coury,1.0,Comedy,Crime,Greg Lauren,Chris Gartin,Rebecca Creskoff,0.33,185905.5049802372,185905.5049802372,,2.33,00s_mid
261,tt0295743,Vendredi soir,2002,9,Wednesday,90,France,French,Arena Films,6.7,1827,Claire Denis,1.0,8,Emmanuèle Bernheim,1.0,Drama,Romance,Valérie Lemercier,Vincent Lindon,Hélène de Saint-Père,0.67,225748.21844357968,876910.3644357977,,2.67,00s_mid
262,tt0293899,Perfect Pie,2002,9,Tuesday,92,Canada,English,Astral Films,5.8,254,Barbara Willis Sweete,1.0,1,Barbara Willis Sweete,1.0,Drama,,Wendy Crewson,Barbara Williams,Alison Pill,1.0,7193.190661478598,7193.190661478598,,3.0,00s_mid
263,tt0295238,Personal Velocity: Three Portraits,2002,5,Friday,86,USA,English,Blue Magic Pictures,6.5,3471,Rebecca Miller,1.0,3,Rebecca Miller,1.0,Drama,Romance,Kyra Sedgwick,Parker Posey,Fairuza Balk,1.0,1167165.678093385,1281110.1340856028,$ 125000,3.0,00s_mid
264,tt0290145,Blue Car,2002,8,Friday,96,USA,English,Peer Oppenheimer Production Inc.,6.5,3367,Karen Moncrieff,1.0,1,Karen Moncrieff,1.0,Drama,,David Strathairn,Agnes Bruckner,Margaret Colin,0.67,669412.7093385211,685584.4405836575,$ 1000000,2.67,00s_mid
265,tt0291579,À la folie... pas du tout,2002,9,Friday,92,France,French,Téléma,7.2,18220,Laetitia Colombani,1.0,1,Laetitia Colombani,1.0,Romance,Thriller,Audrey Tautou,Samuel Le Bihan,Isabelle Carré,0.67,1454609.892840467,7659448.964241244,,2.67,00s_mid
266,tt0291213,Große Mädchen weinen nicht,2002,7,Friday,87,Germany,German,Deutsche Columbia TriStar Filmproduktion,6.9,1581,Maria von Heland,1.0,1,Maria von Heland,1.0,Drama,,Anna Maria Mühe,Karoline Herfurth,Josefine Domes,1.0,1781.0340077821008,42239.854202334616,,3.0,00s_mid
267,tt0300214,Morvern Callar,2002,11,Friday,97,UK,English,Alliance Atlantis Motion Picture Production,6.8,9076,Lynne Ramsay,1.0,3,Liana Dognini,1.0,Drama,,Samantha Morton,Kathleen McDermott,Paul Popplewell,0.67,385421.2261089493,1111112.0205447471,,2.67,00s_mid
268,tt0322674,De Tweeling,2002,12,Thursday,137,Netherlands,Dutch,IDTV Film,7.4,6356,Ben Sombogaart,0.0,2,Tessa de Loo,1.0,Drama,Romance,Ellen Vogel,Gudrun Okras,Thekla Reuten,1.0,2248.5914007782103,8542870.604863811,,2.0,00s_mid
269,tt0306432,A mi madre le gustan las mujeres,2002,1,Friday,96,Spain,Spanish,Fernando Colomo Producciones Cinematográficas S.L.,6.2,1567,Daniela Féjerman,1.0,1,Daniela Féjerman,1.0,Comedy,Drama,Leonor Watling,Rosa Maria Sardà,María Pujalte,1.0,119286.11937743188,3520448.214396886,,3.0,00s_mid
270,tt0304678,Sex Is Comedy,2002,1,Thursday,92,France,French,Arte France Cinéma,5.6,2699,Catherine Breillat,1.0,7,Catherine Breillat,1.0,Comedy,Drama,Anne Parillaud,Grégoire Colin,Roxane Mesquida,0.67,58221.685214007775,592474.3420233462,,2.67,00s_mid
271,tt0315543,Elsker dig for evigt,2002,7,Friday,113,Denmark,Danish,Det Danske Filminstitut,7.5,9440,Susanne Bier,1.0,4,Susanne Bier,1.0,Drama,Romance,Mads Mikkelsen,Sonja Richter,Nikolaj Lie Kaas,0.33,195899.35447470812,2434567.029416342,,2.33,00s_mid
272,tt0296166,Real Women Have Curves,2002,3,Friday,90,USA,English,HBO Films,6.8,6955,Patricia Cardoso,1.0,1,Patricia Cardoso,1.0,Comedy,Drama,America Ferrera,Lupe Ontiveros,Ingrid Oliu,1.0,8420628.084124511,11189425.278988324,$ 3000000,3.0,00s_mid
273,tt0298408,Laurel Canyon,2002,3,Friday,103,USA,English,Sony Pictures Classics,6.4,15793,Lisa Cholodenko,1.0,2,Lisa Cholodenko,1.0,Drama,,Frances McDormand,Christian Bale,Kate Beckinsale,0.67,5270243.633774318,6347563.483229571,,2.67,00s_mid
274,tt0298228,Whale Rider,2002,11,Friday,101,New Zealand,English,South Pacific Pictures,7.5,38893,Niki Caro,1.0,4,Niki Caro,1.0,Drama,Family,Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton,0.67,29894419.88396887,59074763.09914396,$ 3500000,2.67,00s_mid
275,tt0298126,Bord de mer,2002,6,Friday,90,France,French,Canal+,5.4,277,Julie Lopes-Curval,1.0,1,François Favrat,0.0,Drama,,Bulle Ogier,Ludmila Mikaël,Hélène Fillières,1.0,21996.777042801557,163607.6829571984,,2.0,00s_mid
276,tt0300453,Satin Rouge,2002,3,Friday,100,Tunisia,Arabic,A.N.P.A. (Agence Nationale de Promotion de l'Audiovisuel),6.7,809,Raja Amari,1.0,1,Raja Amari,1.0,Drama,Musical,Hiam Abbass,Hend El Fahem,Maher Kamoun,0.67,333589.97147859924,5026213.201945525,,2.67,00s_mid
277,tt0303785,Bollywood/Hollywood,2002,10,Friday,105,Canada,English,Different Tree Same Wood,5.9,2433,Deepa Mehta,1.0,2,Deepa Mehta,1.0,Romance,Comedy,Rahul Khanna,Lisa Ray,Moushumi Chatterjee,0.67,2147127.130583657,3064572.5630350187,,2.67,00s_mid
278,tt0341549,Rishtey,2002,12,Friday,164,India,Hindi,Maruti International,4.6,876,Indra Kumar,1.0,6,Indra Kumar,1.0,Action,Drama,Anil Kapoor,Karisma Kapoor,Shilpa Shetty Kundra,0.67,171970.48642023344,389768.790544747,,2.67,00s_mid
279,tt0302882,L'odyssée d'Alice Tremblay,2002,6,Friday,102,Canada,French,Cinémaginaire Inc.,5.3,529,Denise Filiatrault,1.0,3,Denise Filiatrault,1.0,Comedy,Family,Sophie Lorain,Martin Drainville,Pierrette Robitaille,0.67,2495929.261673151,2495929.261673151,,2.67,00s_mid
280,tt0326806,Civil Brand,2002,5,Sunday,95,USA,English,Mandalay Sports Entertainment,5.2,683,Neema Barnette,1.0,2,Neema Barnette,1.0,Drama,Thriller,LisaRaye McCoy,N'Bushe Wright,Monica Calhoun,1.0,365835.60657587537,365835.60657587537,$ 500000,3.0,00s_mid
281,tt0267626,K-19: The Widowmaker,2002,11,Friday,138,UK,English,First Light Production,6.7,58714,Kathryn Bigelow,1.0,6,Kathryn Bigelow,1.0,Drama,History,Sam Spruell,Peter Stebbings,Christian Camargo,0.0,50595415.56101167,94541724.77035016,$ 100000000,2.0,00s_mid
282,tt0191074,New Best Friend,2002,4,Friday,91,USA,English,FGM Entertainment,5.3,3167,Zoe Clarke-Williams,1.0,1,Zoe Clarke-Williams,1.0,Drama,Mystery,Mia Kirshner,Meredith Monroe,Dominique Swain,1.0,66716.843385214,77016.05377431905,,3.0,00s_mid
283,tt0270688,Teknolust,2002,10,Tuesday,85,USA,English,Blue Turtle,5.3,1270,Lynn Hershman-Leeson,1.0,1,Lynn Hershman-Leeson,1.0,Comedy,Drama,Tilda Swinton,Jeremy Davies,James Urbaniak,0.33,41448.603229571985,41448.603229571985,,2.33,00s_mid
284,tt0248169,Manna from Heaven,2002,9,Saturday,119,USA,English,Five Sisters Productions,5.6,444,Gabrielle Burton,1.0,1,Gabrielle Burton,1.0,Comedy,,Shirley Jones,Cloris Leachman,Louise Fletcher,1.0,727483.337548638,727483.337548638,,3.0,00s_mid
285,tt0275022,Crossroads,2002,3,Friday,93,USA,English,Fuzzy Bunny Films (I),3.5,38047,Tamra Davis,1.0,5,Tamra Davis,1.0,Comedy,Drama,Britney Spears,Anson Mount,Zoe Saldana,0.67,53504828.12420233,87959817.20583656,$ 12000000,2.67,00s_mid
286,tt0280720,The Guru,2002,7,Friday,94,UK,English,Universal Pictures,5.3,14703,Daisy von Scherler Mayer,1.0,4,Tracey Jackson,1.0,Comedy,Music,Jimi Mistry,Heather Graham,Marisa Tomei,0.67,4453312.970350194,34712686.57571984,$ 11000000,2.67,00s_mid
287,tt0279778,Divine Secrets of the Ya-Ya Sisterhood,2002,10,Friday,116,USA,English,All Girl Productions,6.1,17846,Callie Khouri,1.0,2,Mark Andrus,0.0,Drama,,Sandra Bullock,Ellen Burstyn,Fionnula Flanagan,1.0,100127798.38785993,106227946.3237354,$ 27000000,2.0,00s_mid
288,tt0199626,In the Cut,2003,12,Friday,119,UK,English,Screen Gems,5.3,21552,Jane Campion,1.0,7,Jane Campion,1.0,Mystery,Thriller,Jennifer Jason Leigh,Meg Ryan,Michael Nuccio,0.67,6682108.990336956,33373668.60392935,$ 12000000,2.67,00s_mid
289,tt0336264,Depuis qu'Otar est parti...,2003,12,Friday,103,France,Georgian,Les Films du Poisson,7.5,2509,Julie Bertuccelli,1.0,2,Julie Bertuccelli,1.0,Drama,,Esther Gorintin,Nino Khomasuridze,Dinara Drukarova,1.0,492853.5059836956,2298786.0270489133,,3.0,00s_mid
290,tt0337592,Love Don't Cost a Thing,2003,12,Friday,100,USA,English,Alcon Entertainment,5.2,7905,Troy Byer,1.0,1,Troy Byer,1.0,Comedy,Romance,Nick Cannon,Jordan Burg,Jackie Benoit,0.33,30838211.17003261,30894257.817347825,,2.33,00s_mid
291,tt0333780,"Legally Blonde 2: Red, White & Blonde",2003,6,Friday,95,USA,English,Metro-Goldwyn-Mayer (MGM),4.8,60267,Charles Herman-Wurmfeld,0.0,3,Eve Ahlert,1.0,Comedy,,Reese Witherspoon,Sally Field,Regina King,1.0,126854422.47830434,175702908.54816306,$ 45000000,2.0,00s_mid
292,tt0337741,Something's Gotta Give,2003,2,Friday,128,USA,English,Columbia Pictures,6.7,110012,Nancy Meyers,1.0,6,Nancy Meyers,1.0,Comedy,Drama,Jack Nicholson,Diane Keaton,Keanu Reeves,0.33,175441138.1006413,373206500.0571631,$ 80000000,2.33,00s_mid
293,tt0328538,Thirteen,2003,11,Friday,100,USA,English,Fox Searchlight Pictures,6.8,78564,Catherine Hardwicke,1.0,5,Catherine Hardwicke,1.0,Drama,,Nikki Reed,Evan Rachel Wood,Vanessa Hudgens,1.0,6471742.0645271735,14247207.970434785,$ 2000000,3.0,00s_mid
294,tt0328589,Under the Tuscan Sun,2003,5,Friday,113,USA,English,Touchstone Pictures,6.8,46445,Audrey Wells,1.0,2,Audrey Wells,1.0,Comedy,Drama,Diane Lane,Sandra Oh,Lindsay Duncan,1.0,61342037.121483706,82817723.79539675,$ 18000000,3.0,00s_mid
295,tt0372814,Böse Zellen,2003,11,Friday,120,Austria,German,Coop99 Filmproduktion,6.3,508,Barbara Albert,1.0,2,Barbara Albert,1.0,Drama,Romance,Kathrin Resetarits,Ursula Strauss,Georg Friedrich,0.67,2029.697135869565,113048.36348369565,,2.67,00s_mid
296,tt0368411,Virgin,2003,6,Saturday,114,USA,English,Full Moon Films,5.6,518,Deborah Kampmeier,1.0,1,Deborah Kampmeier,1.0,Drama,,Elisabeth Moss,Stephen Brian Jones,Andrew Thaman,0.33,13522.87475,13522.87475,$ 50000,2.33,00s_mid
297,tt0396041,Gory Gory Hallelujah,2003,7,Saturday,96,USA,English,Von Piglet Sisters,4.1,215,Sue Corcoran,1.0,1,Sue Corcoran,1.0,Comedy,Fantasy,Tim Gouran,Angie Louise,Jeffrey Gilbert,0.33,17728.553499999998,17728.553499999998,$ 100000,2.33,00s_mid
298,tt0386862,Der Wald vor lauter Bäumen,2003,1,Thursday,81,Germany,German,Komplizen Film,7.2,1590,Maren Ade,1.0,3,Maren Ade,1.0,Drama,,Eva Löbau,Daniela Holtz,Jan Neumann,0.67,1983.2799456521734,1983.2799456521734,,2.67,00s_mid
299,tt0379270,Easy,2003,3,Saturday,99,USA,English,Curb Entertainment,5.8,1608,Jane Weinstock,1.0,1,Jane Weinstock,1.0,Comedy,Romance,Marguerite Moreau,Brían F. O'Byrne,Naveen Andrews,0.33,30366.68847282609,121051.8123423913,,2.33,00s_mid
300,tt0348354,Wasabi Tuna,2003,8,Wednesday,92,USA,English,Cafe Entertainment Studios,3.3,188,Lee Friedlander,1.0,2,Lee Friedlander,1.0,Action,Comedy,Antonio Sabato Jr.,Jason London,Barney Cheng,0.0,82519.91813586956,82519.91813586956,,2.0,00s_mid
301,tt0340855,Monster,2003,4,Friday,109,USA,English,Media 8 Entertainment,7.3,133240,Patty Jenkins,1.0,2,Patty Jenkins,1.0,Biography,Crime,Charlize Theron,Christina Ricci,Bruce Dern,0.67,48483753.85494565,82241710.37668478,$ 8000000,2.67,00s_mid
302,tt0357283,Khamosh Pani: Silent Waters,2003,7,Friday,99,Pakistan,Punjabi,Vidhi Films,7.6,1023,Sabiha Sumar,1.0,1,Sabiha Sumar,1.0,Drama,,Kiron Kher,Arshad Mahmood,Salman Shahid,0.33,10386.197956521739,10386.197956521739,,2.33,00s_mid
303,tt0350193,Te doy mis ojos,2003,4,Friday,109,Spain,Spanish,Alta Producción,7.4,6202,Icíar Bollaín,1.0,2,Icíar Bollaín,1.0,Drama,Romance,Laia Marull,Luis Tosar,Candela Peña,0.67,42895.11008695652,8578224.485668479,,2.67,00s_mid
